instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,season_name,weather_condition,casual_pct,registered_pct
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,2011,5,27,Friday,Summer,Clear/Partly Cloudy,18.61508869416542,81.38491130583458
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,2011,5,28,Saturday,Summer,Clear/Partly Cloudy,42.055485498108446,57.944514501891554
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,2011,5,29,Sunday,Summer,Clear/Partly Cloudy,49.18546365914787,50.814536340852136
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,2011,5,30,Monday,Summer,Clear/Partly Cloudy,37.79892630551488,62.20107369448511
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,2011,5,31,Tuesday,Summer,Clear/Partly Cloudy,16.90105474635861,83.09894525364139
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,2011,6,1,Wednesday,Summer,Mist/Cloudy,12.908907901358832,87.09109209864117
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968,2011,6,2,Thursday,Summer,Clear/Partly Cloudy,14.814814814814813,85.18518518518519
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,2011,6,3,Friday,Summer,Clear/Partly Cloudy,16.90512048192771,83.09487951807229
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,2011,6,4,Saturday,Summer,Clear/Partly Cloudy,34.986896293523024,65.01310370647697
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,2011,6,5,Sunday,Summer,Mist/Cloudy,34.34569914390542,65.65430085609458
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,2011,6,6,Monday,Summer,Clear/Partly Cloudy,14.797713280562885,85.20228671943711
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,2011,6,7,Tuesday,Summer,Clear/Partly Cloudy,15.787295675563831,84.21270432443617
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,2011,6,8,Wednesday,Summer,Clear/Partly Cloudy,15.360145421495114,84.63985457850488
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,2011,6,9,Thursday,Summer,Mist/Cloudy,14.38058748403576,85.61941251596424
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,2011,6,10,Friday,Summer,Clear/Partly Cloudy,17.771478412559965,82.22852158744004
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,2011,6,11,Saturday,Summer,Clear/Partly Cloudy,34.81675392670157,65.18324607329843
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,2011,6,12,Sunday,Summer,Clear/Partly Cloudy,32.89237668161435,67.10762331838565
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,2011,6,13,Monday,Summer,Clear/Partly Cloudy,17.191235059760956,82.80876494023904
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,2011,6,14,Tuesday,Summer,Clear/Partly Cloudy,14.864035984461255,85.13596401553875
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,2011,6,15,Wednesday,Summer,Clear/Partly Cloudy,14.845559845559844,85.15444015444015
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,2011,6,16,Thursday,Summer,Mist/Cloudy,14.467746217148925,85.53225378285107
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,2011,6,17,Friday,Summer,Clear/Partly Cloudy,17.81585466556565,82.18414533443436
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,2011,6,18,Saturday,Summer,Clear/Partly Cloudy,35.299863254541904,64.7001367454581
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,2011,6,19,Sunday,Summer,Mist/Cloudy,34.548903878583474,65.45109612141653
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,2011,6,20,Monday,Summer,Mist/Cloudy,17.43142144638404,82.56857855361595
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,2011,6,21,Tuesday,Fall,Mist/Cloudy,16.008273009307135,83.99172699069285
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,2011,6,22,Wednesday,Fall,Clear/Partly Cloudy,14.666074994453075,85.33392500554693
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,2011,6,23,Thursday,Fall,Mist/Cloudy,15.5741127348643,84.4258872651357
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2011,6,24,Friday,Fall,Clear/Partly Cloudy,19.41494690442797,80.58505309557204
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2011,6,25,Saturday,Fall,Clear/Partly Cloudy,34.2560553633218,65.7439446366782
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2011,6,26,Sunday,Fall,Clear/Partly Cloudy,36.19227144203582,63.80772855796418
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,2011,6,27,Monday,Fall,Mist/Cloudy,18.139337298215803,81.8606627017842
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2011,6,28,Tuesday,Fall,Clear/Partly Cloudy,15.748709122203097,84.2512908777969
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2011,6,29,Wednesday,Fall,Clear/Partly Cloudy,16.229665071770334,83.77033492822966
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,2011,6,30,Thursday,Fall,Clear/Partly Cloudy,18.621940163191297,81.3780598368087
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,2011,7,1,Friday,Fall,Clear/Partly Cloudy,23.237597911227155,76.76240208877284
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,2011,7,2,Saturday,Fall,Clear/Partly Cloudy,43.05528423520219,56.94471576479781
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,2011,7,3,Sunday,Fall,Mist/Cloudy,49.085824908582495,50.91417509141751
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,2011,7,4,Monday,Fall,Mist/Cloudy,50.71984113850736,49.28015886149264
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,7,5,Tuesday,Fall,Clear/Partly Cloudy,22.10075026795284,77.89924973204717
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,7,6,Wednesday,Fall,Clear/Partly Cloudy,16.936703391661265,83.06329660833873
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,7,7,Thursday,Fall,Clear/Partly Cloudy,16.4198606271777,83.5801393728223
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,7,8,Friday,Fall,Mist/Cloudy,17.12871287128713,82.87128712871286
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,7,9,Saturday,Fall,Clear/Partly Cloudy,37.25637181409295,62.74362818590704
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,7,10,Sunday,Fall,Clear/Partly Cloudy,35.709895513214505,64.2901044867855
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,2011,7,11,Monday,Fall,Clear/Partly Cloudy,17.694566813509542,82.30543318649045
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,2011,7,12,Tuesday,Fall,Clear/Partly Cloudy,15.547205260685768,84.45279473931423
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,2011,7,13,Wednesday,Fall,Clear/Partly Cloudy,17.227084292952558,82.77291570704745
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,2011,7,14,Thursday,Fall,Clear/Partly Cloudy,17.466561762391816,82.53343823760818
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,2011,7,15,Friday,Fall,Clear/Partly Cloudy,23.799205489346335,76.20079451065367
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,2011,7,16,Saturday,Fall,Clear/Partly Cloudy,40.823906803984464,59.176093196015536
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,2011,7,17,Sunday,Fall,Clear/Partly Cloudy,37.834779328555264,62.16522067144474
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,2011,7,18,Monday,Fall,Clear/Partly Cloudy,18.864961866307763,81.13503813369223
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,2011,7,19,Tuesday,Fall,Clear/Partly Cloudy,16.560229024443952,83.43977097555604
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,2011,7,20,Wednesday,Fall,Clear/Partly Cloudy,14.866112650046167,85.13388734995382
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,2011,7,21,Thursday,Fall,Mist/Cloudy,16.701902748414376,83.29809725158562
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,2011,7,22,Friday,Fall,Clear/Partly Cloudy,16.592855033953352,83.40714496604666
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,2011,7,23,Saturday,Fall,Clear/Partly Cloudy,30.04566210045662,69.95433789954339
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,2011,7,24,Sunday,Fall,Clear/Partly Cloudy,29.11813643926789,70.88186356073211
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,2011,7,25,Monday,Fall,Clear/Partly Cloudy,14.791666666666666,85.20833333333333
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,2011,7,26,Tuesday,Fall,Clear/Partly Cloudy,16.33986928104575,83.66013071895425
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,2011,7,27,Wednesday,Fall,Clear/Partly Cloudy,16.215635738831615,83.78436426116839
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,2011,7,28,Thursday,Fall,Clear/Partly Cloudy,13.804100227790434,86.19589977220957
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,2011,7,29,Friday,Fall,Clear/Partly Cloudy,17.420696827873115,82.57930317212688
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,2011,7,30,Saturday,Fall,Clear/Partly Cloudy,34.83798882681564,65.16201117318435
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,2011,7,31,Sunday,Fall,Clear/Partly Cloudy,35.425383542538356,64.57461645746164
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,2011,8,1,Monday,Fall,Clear/Partly Cloudy,17.088607594936708,82.91139240506328
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,2011,8,2,Tuesday,Fall,Clear/Partly Cloudy,16.53250773993808,83.46749226006192
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,2011,8,3,Wednesday,Fall,Mist/Cloudy,13.06659205372132,86.93340794627869
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,2011,8,4,Thursday,Fall,Mist/Cloudy,17.460664335664337,82.53933566433567
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,2011,8,5,Friday,Fall,Clear/Partly Cloudy,21.023427866831074,78.97657213316893
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,2011,8,6,Saturday,Fall,Mist/Cloudy,35.42151839776432,64.57848160223568
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,2011,8,7,Sunday,Fall,Clear/Partly Cloudy,34.293262879788635,65.70673712021136
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,2011,8,8,Monday,Fall,Clear/Partly Cloudy,19.55617198335645,80.44382801664355
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,2011,8,9,Tuesday,Fall,Clear/Partly Cloudy,19.708822251195134,80.29117774880487
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,2011,8,10,Wednesday,Fall,Clear/Partly Cloudy,18.493723849372383,81.50627615062761
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,2011,8,11,Thursday,Fall,Clear/Partly Cloudy,16.9449081803005,83.0550918196995
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,2011,8,12,Friday,Fall,Clear/Partly Cloudy,21.42711518858308,78.57288481141693
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,2011,8,13,Saturday,Fall,Mist/Cloudy,36.24096385542169,63.75903614457832
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,2011,8,14,Sunday,Fall,Mist/Cloudy,35.026178010471206,64.97382198952879
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,2011,8,15,Monday,Fall,Clear/Partly Cloudy,17.865375749193177,82.13462425080682
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,2011,8,16,Tuesday,Fall,Clear/Partly Cloudy,15.259259259259258,84.74074074074073
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,2011,8,17,Wednesday,Fall,Clear/Partly Cloudy,14.230933106092886,85.76906689390712
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,2011,8,18,Thursday,Fall,Clear/Partly Cloudy,16.793692509855454,83.20630749014455
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,2011,8,19,Friday,Fall,Mist/Cloudy,19.190946303876714,80.80905369612329
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,2011,8,20,Saturday,Fall,Clear/Partly Cloudy,36.87150837988827,63.128491620111724
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,2011,8,21,Sunday,Fall,Clear/Partly Cloudy,32.24890265943713,67.75109734056286
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,2011,8,22,Monday,Fall,Clear/Partly Cloudy,17.507356031946195,82.4926439680538
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,2011,8,23,Tuesday,Fall,Clear/Partly Cloudy,21.73027989821883,78.26972010178118
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,2011,8,24,Wednesday,Fall,Clear/Partly Cloudy,18.499025341130604,81.5009746588694
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,2011,8,25,Thursday,Fall,Mist/Cloudy,12.28119706380576,87.71880293619424
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,2011,8,26,Friday,Fall,Clear/Partly Cloudy,16.477150826003005,83.52284917399699
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,2011,8,27,Saturday,Fall,Mist/Cloudy,20.269058295964125,79.73094170403587
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,2011,8,28,Sunday,Fall,Clear/Partly Cloudy,32.648823257960316,67.35117674203968
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,2011,8,29,Monday,Fall,Clear/Partly Cloudy,15.73154941735002,84.26845058264998
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,2011,8,30,Tuesday,Fall,Clear/Partly Cloudy,14.8923904688701,85.1076095311299
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,2011,8,31,Wednesday,Fall,Clear/Partly Cloudy,13.602214313958086,86.39778568604191
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,2011,9,1,Thursday,Fall,Clear/Partly Cloudy,15.30791788856305,84.69208211143695
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,2011,9,2,Friday,Fall,Mist/Cloudy,18.510683308652425,81.48931669134758
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,2011,9,3,Saturday,Fall,Clear/Partly Cloudy,43.153434433541484,56.846565566458516
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,2011,9,4,Sunday,Fall,Clear/Partly Cloudy,51.03238866396761,48.96761133603239
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,2011,9,5,Monday,Fall,Mist/Cloudy,36.88451208594449,63.1154879140555
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,2011,9,6,Tuesday,Fall,Light Precipitation,7.527675276752767,92.47232472324724
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,2011,9,7,Wednesday,Fall,Light Precipitation,5.911823647294589,94.0881763527054
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,2011,9,8,Thursday,Fall,Light Precipitation,8.306188925081432,91.69381107491856
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,2011,9,9,Friday,Fall,Mist/Cloudy,11.766365688487584,88.2336343115124
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,2011,9,10,Saturday,Fall,Clear/Partly Cloudy,32.74087932647334,67.25912067352667
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,2011,9,11,Sunday,Fall,Clear/Partly Cloudy,32.362267142290925,67.63773285770908
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,2011,9,12,Monday,Fall,Clear/Partly Cloudy,14.64035646085296,85.35964353914704
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,2011,9,13,Tuesday,Fall,Clear/Partly Cloudy,14.717614948561831,85.28238505143817
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,2011,9,14,Wednesday,Fall,Clear/Partly Cloudy,13.521421107628004,86.478578892372
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,2011,9,15,Thursday,Fall,Mist/Cloudy,11.697185023230391,88.30281497676961
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,2011,9,16,Friday,Fall,Mist/Cloudy,15.588235294117647,84.41176470588235
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,2011,9,17,Saturday,Fall,Mist/Cloudy,31.788960319219683,68.21103968078032
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,2011,9,18,Sunday,Fall,Clear/Partly Cloudy,31.656527842770238,68.34347215722975
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,2011,9,19,Monday,Fall,Mist/Cloudy,15.2236175369024,84.7763824630976
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,2011,9,20,Tuesday,Fall,Mist/Cloudy,12.029662180719583,87.97033781928042
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,2011,9,21,Wednesday,Fall,Mist/Cloudy,12.385110294117647,87.61488970588235
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,2011,9,22,Thursday,Fall,Mist/Cloudy,11.574556830031282,88.42544316996872
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,2011,9,23,Friday,Winter,Mist/Cloudy,10.772442588726513,89.22755741127348
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,2011,9,24,Saturday,Winter,Mist/Cloudy,32.749400700719164,67.25059929928085
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,2011,9,25,Sunday,Winter,Mist/Cloudy,30.81836327345309,69.1816367265469
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,2011,9,26,Monday,Winter,Mist/Cloudy,14.773218142548597,85.2267818574514
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,2011,9,27,Tuesday,Winter,Mist/Cloudy,11.577669902912621,88.42233009708738
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,2011,9,28,Wednesday,Winter,Mist/Cloudy,12.285641156897874,87.71435884310212
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,2011,9,29,Thursday,Winter,Clear/Partly Cloudy,13.494523661913618,86.50547633808638
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,2011,9,30,Friday,Winter,Clear/Partly Cloudy,15.955401768550557,84.04459823144944
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,2011,10,1,Saturday,Winter,Mist/Cloudy,19.761218608480856,80.23878139151914
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,2011,10,2,Sunday,Winter,Mist/Cloudy,21.110349554489378,78.88965044551063
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,2011,10,3,Monday,Winter,Mist/Cloudy,9.243697478991598,90.75630252100841
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,2011,10,4,Tuesday,Winter,Clear/Partly Cloudy,10.906642728904847,89.09335727109516
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,2011,10,5,Wednesday,Winter,Clear/Partly Cloudy,11.583091587235806,88.4169084127642
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,2011,10,6,Thursday,Winter,Clear/Partly Cloudy,13.410283315844701,86.5897166841553
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,2011,10,7,Friday,Winter,Clear/Partly Cloudy,19.037111334002006,80.962888665998
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,2011,10,8,Saturday,Winter,Clear/Partly Cloudy,41.32002218524681,58.679977814753194
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,2011,10,9,Sunday,Winter,Clear/Partly Cloudy,43.49482852476865,56.50517147523135
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,2011,10,10,Monday,Winter,Clear/Partly Cloudy,29.58764901309361,70.41235098690639
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,2011,10,11,Tuesday,Winter,Mist/Cloudy,14.617576156037696,85.3824238439623
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,2011,10,12,Wednesday,Winter,Light Precipitation,8.9817880794702,91.01821192052981
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,2011,10,13,Thursday,Winter,Mist/Cloudy,9.955372468245795,90.0446275317542
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,2011,10,14,Friday,Winter,Mist/Cloudy,14.517014270032929,85.48298572996707
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,2011,10,15,Saturday,Winter,Clear/Partly Cloudy,36.400230017251296,63.59976998274871
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,2011,10,16,Sunday,Winter,Clear/Partly Cloudy,34.67565959135092,65.32434040864908
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,2011,10,17,Monday,Winter,Clear/Partly Cloudy,15.60175054704595,84.39824945295405
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,2011,10,18,Tuesday,Winter,Mist/Cloudy,13.416175231676494,86.58382476832351
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,2011,10,19,Wednesday,Winter,Light Precipitation,10.478547854785479,89.52145214521452
